URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/ChemoTherapyTypeVS,1.0.0,active,,ChemoTherapyTypeVS,Type of chemotherapy ValueSet,"Valueset of the types of chemotherapy","Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/ClinicalResponseSixMonths,StructureDefinition/chemotherapy","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/ComplicationImpactVS,1.0.0,active,,ComplicationImpactVS,Impact of complication ValueSet,"ValueSet of the impact of a complication experienced by the breast cancer patient","StructureDefinition/complication,Questionnaire/ClinicalResponseSixMonths","THO (V3),SCT,Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/ComplicationTypeVS,1.0.0,active,,ComplicationTypeVS,Type of complication ValueSet,"ValueSet of the type of complication experienced by the breast cancer patient","StructureDefinition/complication,Questionnaire/ClinicalResponseSixMonths","THO (V3),SCT,Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/EducationLevelVS,1.0.0,active,,EducationLevelVS,Education level of patient ValueSet,"Valueset of the education level of a patient","StructureDefinition/EducationLevel,Questionnaire/PatientReportedBaseline","SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/EstrogenStatusVS,1.0.0,active,,EstrogenStatusVS,Estrogen receptor status ValueSet,"Valueset of the Estrogen receptor status","StructureDefinition/er-status,Questionnaire/ClinicalResponseBaseline","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/GermlineMutationVS,1.0.0,active,,GermlineMutationVS,Germline Mutation ValueSet,"Valueset of the genetic mutation predisposing breast cancer","Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/ClinicalResponseBaseline,StructureDefinition/germline-mutation","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/GradingVS,1.0.0,active,,GradingVS,Grading of tumor ValueSet,"Valueset of the grade of the tumor","Questionnaire/ClinicalResponseBaseline,StructureDefinition/invasion-grade,StructureDefinition/tumor-grade","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/HER2ReceptorStatusVS,1.0.0,active,,HER2ReceptorStatusVS,HER2 receptor status ValueSet,"Valueset of the HER2 receptor status","Questionnaire/ClinicalResponseBaseline,StructureDefinition/her-status","SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/HistologicalTypeVS,1.0.0,active,,HistologicalTypeVS,Histological type of the tumor ValueSet,"Valueset of the histological types of tumors","Questionnaire/ClinicalResponseBaseline,StructureDefinition/histo-type","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/HormonalTherapyTypeVS,1.0.0,active,,HormonalTherapyTypeVS,Type of hormonal therapy ValueSet,"Valueset of the types of hormonal therapy","Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/ClinicalResponseSixMonths,StructureDefinition/hormonal-therpay","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/ImplantLocationVS,1.0.0,active,,ImplantLocationVS,Location of the implant ValueSet,"Valueset of the location of the implant during reconstruction surgery","StructureDefinition/reconstruction-surgery,Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/ClinicalResponseSixMonths","Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/InvolvedMarginsReoperationTypeVS,1.0.0,active,,InvolvedMarginsReoperationTypeVS,Re-operation due to involved margins ValueSet,"Kind of re-operation due to involved margins","Questionnaire/ClinicalResponseSixMonths","THO (V3),SCT,Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/LateralityNewCancerVS,1.0.0,active,,LateralityNewCancerVS,Laterality of new cancer ValueSet,"Valueset of the laterality of new breast cancer","Questionnaire/ClinicalResponseBaseline,StructureDefinition/secondary-breastcancer","SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/LateralityVS,1.0.0,active,,LateralityVS,Laterality of breast cancer ValueSet,"Valueset of the laterality of breast cancer","Questionnaire/ClinicalResponseBaseline,StructureDefinition/primary-breastcancer","SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/LocationRadiotherapyVS,1.0.0,active,,LocationRadiotherapyVS,The location of radiotherapy ValueSet,"Valueset of the location of radiotherapy","Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/ClinicalResponseSixMonths,StructureDefinition/radiotherapy","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/MenopausalStatusVS,1.0.0,active,,MenopausalStatusVS,Menopausal status of patient ValueSet,"Valueset of the menopausal status of a patient","Questionnaire/PatientReportedBaseline,StructureDefinition/menopausal-status","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/MolecularProfilingStatusVS,1.0.0,active,,MolecularProfilingStatusVS,Molecular profiling,"Valueset indicating if a molecular profiling tool was used","Questionnaire/ClinicalResponseBaseline","Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/NoYesUnknownVS,1.0.0,active,,NoYesUnknownVS,Yes, No and Unknown Valueset,"Valueset with yes, no and unknown answers","Questionnaire/ClinicalResponseAnnualUpdate,StructureDefinition/death-attr-bc,Questionnaire/ClinicalResponseBaseline,Questionnaire/ClinicalResponseSixMonths","THO (V2)"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/PatientEducationVS,1.0.0,active,,PatientEducationVS,Patient Treatment Education ValueSet,"Valueset covering if the patient received sufficient information about the treatment options","Questionnaire/PatientReportedBaseline","Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/PatientTreatPrefVS,1.0.0,active,,PatientTreatPrefVS,Patient treatment preference ValueSet,"Valueset of reason for why the treatment plan was not followed",,"THO (V3),SCT,Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/ProgesteroneStatusVS,1.0.0,active,,ProgesteroneStatusVS,Progesterone receptor status ValueSet,"Valueset of the Progesterone receptor status","Questionnaire/ClinicalResponseBaseline,StructureDefinition/pr-status","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/RecommendedTreatmentTypeVS,1.0.0,active,,RecommendedTreatmentTypeVS,Recommended treatment types ValueSet,"Valueset of the kind of treatment that the multidisciplinary team recommended","Questionnaire/ClinicalResponseBaseline,StructureDefinition/treatment-plan","SCT,Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/ReconstructionTypeVS,1.0.0,active,,ReconstructionTypeVS,Type of reconstruction surgery ValueSet,"Valueset of the type of reconstruction surgery that is performed","StructureDefinition/reconstruction-surgery,Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/ClinicalResponseSixMonths","THO (V3),Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/RecurrenceMethodVS,1.0.0,active,,RecurrenceMethodVS,Recurrence method ValueSet,"Valueset of the methods used to confirm recurrence of breast cancer","Questionnaire/ClinicalResponseAnnualUpdate,StructureDefinition/recr-method","THO (V3),SCT,Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/RecurrenceVS,1.0.0,active,,RecurrenceVS,Recurrence of neoplasm ValueSet,"Valueset about whether there is evidence of local, regional or distant recurrence of neoplasm","Questionnaire/ClinicalResponseAnnualUpdate","THO (V3),THO (V2),Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/RelationshipStatusVS,1.0.0,active,,RelationshipStatusVS,Relationship status of patient ValueSet,"Valueset of the relationship status of a patient","Questionnaire/PatientReportedBaseline,Questionnaire/PatientReportedBaselinePortugues,StructureDefinition/patient","THO (V3)"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/ReoperationReasonVS,1.0.0,active,,ReoperationReasonVS,Reasoncode of the re-operation,"Valueset of the reasons of a re-operation","StructureDefinition/reoperation-surgery","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/ReoperationTypeVS,1.0.0,active,,ReoperationTypeVS,Type of re-operation,"Valueset of the types of re-operation","Questionnaire/ClinicalResponseAnnualUpdate,StructureDefinition/reoperation-surgery,Questionnaire/ClinicalResponseSixMonths","THO (V3),SCT,Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/SACQPatientComorbidityHistory,1.0.0,active,,SACQPatientComorbidityHistory,SACQ Patient's comorbidity history ValueSet,"Patient's documented history of comorbidities","Questionnaire/PatientReportedBaseline","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/SatisfactionResponseVS,1.0.0,active,,SatisfactionResponseVS,Satisfaction response ValueSet,"Valueset used in a Patient Reported Outcomes Instrument to express the statisfation response","Questionnaire/PatientReportedBaseline,Questionnaire/PatientReportedFollowUp","Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TNMDistantMetastasesVS,1.0.0,active,,TNMDistantMetastasesVS,TNM Distant Metastases ValueSet,"Valueset of the TNM stage for the M category, according to TNM staging rules","Questionnaire/ClinicalResponseBaseline,StructureDefinition/tnm-distant-metastases,Questionnaire/ClinicalResponseSixMonths","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TNMPrimaryTumorVS,1.0.0,active,,TNMPrimaryTumorVS,TNM Primary Tumor ValueSet,"Valueset of the TNM stage for the T category, according to TNM staging rules","StructureDefinition/tnm-primary-tumor-stage,Questionnaire/ClinicalResponseBaseline,Questionnaire/ClinicalResponseSixMonths","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TNMRegionalNodesVS,1.0.0,active,,TNMRegionalNodesVS,TNM Regional Nodes ValueSet,"Valueset of the TNM stage for the N category, according to TNM staging rules","Questionnaire/ClinicalResponseBaseline,StructureDefinition/tnm-regional-nodes-stage,Questionnaire/ClinicalResponseSixMonths","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TNMStageGroupVS,1.0.0,active,,TNMStageGroupVS,Staging Type for Stage Group ValueSet,"Valueset indicating the type of staging, clinical or pathological, of breast cancer.","StructureDefinition/breast-cancer-stage-group","LOINC"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TargetedAxillaSurgeryVS,1.0.0,active,,TargetedAxillaSurgeryVS,Targeted axilla surgery ValueSet,"Valueset of targeted surgery types of the axilla","StructureDefinition/axilla-surgery","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TargetedTherapyVS,1.0.0,active,,TargetedTherapyVS,Type of targeted therapy ValueSet,"Valueset of the types of targeted therapy","StructureDefinition/targeted-therapy,Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/ClinicalResponseSixMonths","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TherapyIntentVS,1.0.0,active,,TherapyIntentVS,Intent of therapy ValueSet,"Valueset of intent of therapy","Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/ClinicalResponseSixMonths,StructureDefinition/hormonal-therpay,StructureDefinition/radiotherapy,StructureDefinition/chemotherapy","THO (V3),SCT"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TreatmentPlanComplianceVS,1.0.0,active,,TreatmentPlanComplianceVS,Observation identifiers for treatment plan non-compliance reason ValueSet,"Valueset of reason for why the treatment plan was not followed",,"Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TreatmentPlanFollowedVS,1.0.0,active,,TreatmentPlanFollowedVS,Real Treatment Plan Followed ValueSet,"Valueset of if the patient followed the multidisciplinary recommended treatment plan","StructureDefinition/treatment-plan-followed","Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TreatmentPlanNotFollowedVS,1.0.0,active,,TreatmentPlanNotFollowedVS,Treatment Plan Not Followed ValueSet,"Valueset of reason for the treatment plan not being followed","StructureDefinition/treatment-plan-not-followed","THO (V3),Internal"
http://ig-ichombreastcancer.gabriellesantosleandro.com/ValueSet/TreatmentTypeVS,1.0.0,active,,TreatmentTypeVS,Type of treatments ValueSet,"Valueset of the kind of treatment a patient with breastcancer underwent","Questionnaire/ClinicalResponseAnnualUpdate,Questionnaire/ClinicalResponseSixMonths","THO (V3),SCT,Internal"
http://terminology.hl7.org/ValueSet/v3-Ethnicity,2.0.0,active,"2.16.840.1.113883.1.11.15836",Ethnicity,Ethnicity,"In the United States, federal standards for classifying data on ethnicity determine the categories used by federal agencies and exert a strong influence on categorization by state and local agencies and private sector organizations. The federal standards do not conceptually define ethnicity, and they recognize the absence of an anthropological or scientific basis for ethnicity classification. Instead, the federal standards acknowledge that ethnicity is a social-political construct in which an individual's own identification with a particular ethnicity is preferred to observer identification. The standards specify two minimum ethnicity categories: Hispanic or Latino, and Not Hispanic or Latino. The standards define a Hispanic or Latino as a person of ""Mexican, Puerto Rican, Cuban, South or Central America, or other Spanish culture or origin, regardless of race."" The standards stipulate that ethnicity data need not be limited to the two minimum categories, but any expansion must be collapsible to those categories. In addition, the standards stipulate that an individual can be Hispanic or Latino or can be Not Hispanic or Latino, but cannot be both.","Questionnaire/PatientReportedBaseline,StructureDefinition/Ethnicity","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-Race,2.0.0,active,"2.16.840.1.113883.1.11.14914",Race,Race,"In the United States, federal standards for classifying data on race determine the categories used by federal agencies and exert a strong influence on categorization by state and local agencies and private sector organizations. The federal standards do not conceptually define race, and they recognize the absence of an anthropological or scientific basis for racial classification. Instead, the federal standards acknowledge that race is a social-political construct in which an individual's own identification with one more race categories is preferred to observer identification. The standards use a variety of features to define five minimum race categories. Among these features are descent from ""the original peoples"" of a specified region or nation. The minimum race categories are American Indian or Alaska Native, Asian, Black or African American, Native Hawaiian or Other Pacific Islander, and White. The federal standards stipulate that race data need not be limited to the five minimum categories, but any expansion must be collapsible to those categories.","Questionnaire/PatientReportedBaseline,StructureDefinition/Race","THO (V3)"
